title,firstname,middlename,lastname,fullname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Rep,Paul,D.,Ryan,Paul Ryan,,,R,WI,1,1,M,202-225-3031,202-225-3393,http://paulryan.house.gov,https://paulryan.house.gov/contact/email.htm#.U032ra1dU_d,1233 Longworth House Office Building,R000570,26344,H8WI01024,400351,N00004357,RepPaulRyan,http://www.opencongress.org/wiki/Paul_Ryan,http://youtube.com/reppaulryan,7123827676,,,1/29/70,Rep.Paulryan@opencongress.org
Rep,Dennis,,Rehberg,Dennis Rehberg,,Denny,R,MT,0,0,M,202-225-3211,202-225-5687,http://www.house.gov/rehberg,http://www.house.gov/rehberg/issue.shtml,2448 Rayburn House Office Building,R000571,404,H0MT00033,400335,N00004645,DennyRehberg,http://www.opencongress.org/wiki/Dennis_Rehberg,http://youtube.com/DennyRehberg,denny.rehberg.mt,,,10/5/55,
Rep,Mike,,Rogers,Mike Rogers,,,R,MI,8,1,M,202-225-4872,202-225-5820,http://mikerogers.house.gov,https://mikerogers.house.gov/contact/contactform.htm?zip5=48915,2112 Rayburn House Office Building,R000572,8751,H0MI08042,400342,N00009668,RepMikeRogers,http://www.opencongress.org/wiki/Mike_Rogers,http://youtube.com/RepMikeRogers,1.68E+14,,,6/2/63,Rep.Mikerogers@opencongress.org
Rep,Mike,,Ross,Mike Ross,,,D,AR,4,0,M,202-225-3772,202-225-1314,http://www.house.gov/ross,"http://ross.house.gov/?sectionid=77&sectiontree=76,77",2436 Rayburn House Office Building,R000573,24571,H0AR04038,400345,N00009571,RepMikeRoss,http://www.opencongress.org/wiki/Mike_Ross,http://youtube.com/MikeRossArkansas04,RepMikeRoss,,,8/2/61,
Rep,Rick,,Renzi,Rick Renzi,,,R,AZ,1,0,M,,,http://www.house.gov/renzi,,,R000574,28172,H2AZ01172,400336,N00024931,,http://www.opencongress.org/wiki/Richard_Renzi,,,,,6/11/58,
Rep,Mike,,Rogers,Mike Rogers,,,R,AL,3,1,M,202-225-3261,202-226-8485,http://mike-rogers.house.gov,http://mike-rogers.house.gov/contact-mike/email-me,324 Cannon House Office Building,R000575,5705,H2AL03032,400341,N00024759,RepMikeRogersAL,http://www.opencongress.org/wiki/Michael_Rogers,http://youtube.com/MikeRogersAL03,1.72E+14,,,7/16/58,Rep.Mike-rogers@opencongress.org
Rep,C.,A. Dutch,Ruppersberger,C. Ruppersberger,,,D,MD,2,1,M,202-225-3061,202-225-3094,http://ruppersberger.house.gov,http://ruppersberger.house.gov/contact-dutch/email-dutch,2416 Rayburn House Office Building,R000576,36130,H2MD02160,400349,N00025482,Call_Me_Dutch,http://www.opencongress.org/wiki/C.A._Dutch_Ruppersberger,http://youtube.com/ruppersberger,1.85E+14,,,1/31/46,Rep.Ruppersberger@opencongress.org
Rep,Tim,J.,Ryan,Tim Ryan,,,D,OH,13,1,M,202-225-5261,202-225-3719,http://timryan.house.gov,http://timryanforms.house.gov/contact/,1421 Longworth House Office Building,R000577,45638,H2OH17109,400352,N00025280,RepTimRyan,http://www.opencongress.org/wiki/Timothy_Ryan,http://youtube.com/timryanvision,1.22E+11,,,7/16/73,Rep.Timryan@opencongress.org
Rep,David,G.,Reichert,David Reichert,,,R,WA,8,1,M,202-225-7761,202-225-4282,http://reichert.house.gov,https://reichert.house.gov/contact-me,1127 Longworth House Office Building,R000578,51346,H4WA08071,400660,N00026885,DaveReichert,http://www.opencongress.org/wiki/David_George_Reichert,http://youtube.com/repdavereichert,91504302598,,,8/29/50,Rep.Reichert@opencongress.org
Rep,Peter,J.,Roskam,Peter Roskam,,,R,IL,6,1,M,202-225-4561,202-225-1166,http://roskam.house.gov,https://roskam.house.gov/contact/email-me,227 Cannon House Office Building,R000580,6382,H6IL06117,412202,N00004719,PeterRoskam,http://www.opencongress.org/wiki/Peter_Roskam,http://youtube.com/RoskamIL06,1.19E+14,,,9/13/61,Rep.Roskam@opencongress.org
Rep,Laura,,Richardson,Laura Richardson,,,D,CA,37,0,F,202-225-7924,202-225-7926,http://richardson.house.gov/,http://richardson.house.gov/IMA/issue_subscribe.htm,1330 Longworth House Office Building,R000581,69508,H8CA37137,412253,N00029112,replrichardson,http://www.opencongress.org/wiki/Laura_Richardson,http://youtube.com/RepLRichardson,RepresentativeLauraRichardson,,,4/14/62,
Rep,David,P.,Roe,David Roe,,Phil,R,TN,1,1,M,202-225-6356,202-225-6356,http://roe.house.gov,https://roe.house.gov/contact/contactform.htm?zip5=37813&zip4=1659,407 Cannon House Office Building,R000582,65306,H6TN01388,412310,N00028463,DrPhilRoe,http://www.opencongress.org/wiki/David_Roe,http://youtube.com/drphilroe,1.31E+14,,,7/21/45,Rep.Roe@opencongress.org
Rep,Thomas,J.,Rooney,Thomas Rooney,,,R,FL,17,1,M,202-225-5792,202-225-3132,http://rooney.house.gov,https://rooney.house.gov/email-me,221 Cannon House Office Building,R000583,107800,H8FL16022,412311,N00029018,TomRooney,http://www.opencongress.org/wiki/Tom_Rooney,http://youtube.com/CongressmanRooney,1.18E+11,,,11/21/70,Rep.Rooney@opencongress.org
Sen,James,,Risch,James Risch,,,R,ID,Junior Seat,1,M,202-224-2752,202-224-2573,http://www.risch.senate.gov,http://www.risch.senate.gov/public/index.cfm?p=Email,483 Russell Senate Office Building,R000584,2919,S8ID00092,412322,N00029441,SenatorRisch,http://www.opencongress.org/wiki/James_Risch,http://youtube.com/SenatorJamesRisch,,,II,5/3/43,Sen.Risch@opencongress.org
Rep,Tom,W.,Reed,Tom Reed,II,,R,NY,23,1,M,202-225-3161,202-226-6599,http://reed.house.gov,https://reed.house.gov/contact-me/email-me,1504 Longworth House Office Building,R000585,127046,H0NY29054,412393,N00030949,RepTomReed,http://www.opencongress.org/wiki/Tom_Reed,http://youtube.com/CongressmanTomReed,1.02E+14,,,11/18/71,Rep.Reed@opencongress.org
Rep,James,B.,Renacci,James Renacci,,,R,OH,16,1,M,202-225-3876,202-225-3059,http://renacci.house.gov,https://renacci.house.gov/index.cfm/contact-form,130 Cannon House Office Building,R000586,120678,H0OH16097,412462,N00031127,RepJimRenacci,http://www.opencongress.org/wiki/Jim_Renacci,http://youtube.com/repjimrenacci,1.88E+14,,,12/3/58,Rep.Renacci@opencongress.org
Rep,Reid,J.,Ribble,Reid Ribble,,,R,WI,8,1,M,202-225-5665,202- 225-5729,http://ribble.house.gov,https://ribble.house.gov/contact-me/email-me,1513 Longworth House Office Building,R000587,126240,H0WI08075,412489,N00030968,RepRibble,http://www.opencongress.org/wiki/Reid_Ribble,http://youtube.com/RepRibble,1.57E+14,,,4/5/56,Rep.Ribble@opencongress.org
Rep,Cedric,L.,Richmond,Cedric Richmond,,,D,LA,2,1,M,202-225-6636,202- 225-1988,http://richmond.house.gov,https://richmond.house.gov/contact-me/email-me,240 Cannon House Office Building,R000588,35384,H8LA02054,412432,N00030184,RepRichmond,http://www.opencongress.org/wiki/Cedric_Richmond,,1.98E+14,,,9/13/73,Rep.Richmond@opencongress.org
Rep,Edward,Scott,Rigell,Edward Rigell,,Scott,R,VA,2,1,M,202-225-4215,202-225-4218,http://rigell.house.gov,https://rigell.house.gov/contact/contactform.htm,418 Cannon House Office Building,R000589,121807,H0VA02084,412483,N00030962,RepScottRigell,http://www.opencongress.org/wiki/Scott_Rigell,http://youtube.com/RepScottRigell,1.68E+14,,,5/28/60,Rep.Rigell@opencongress.org
Rep,David,,Rivera,David Rivera,,,R,FL,25,0,M,202-225-2778,202-226-0346,http://rivera.house.gov/,,417 Cannon House Office Building,R000590,31234,H0FL25038,412415,N00031887,RepRivera,http://www.opencongress.org/wiki/David_Rivera,http://youtube.com/RepRivera,1.74E+14,,,9/16/65,
Rep,Martha,,Roby,Martha Roby,,,R,AL,2,1,F,202-225-2901,202-225-8913,http://roby.house.gov,https://roby.house.gov/contact-me,428 Cannon House Office Building,R000591,71604,H0AL02087,412394,N00030768,RepMarthaRoby,http://www.opencongress.org/wiki/Martha_Roby,http://youtube.com/reproby,1.75E+14,,,7/27/76,Rep.Roby@opencongress.org
Rep,Todd,,Rokita,Todd Rokita,,,R,IN,4,1,M,202-225-5037,202-226-0544,http://rokita.house.gov,https://rokita.house.gov/contact-me,236 Cannon House Office Building,R000592,34167,H0IN04170,412426,N00031741,ToddRokita,http://www.opencongress.org/wiki/Todd_Rokita,http://youtube.com/reptoddrokita,1.83E+14,,,2/9/70,Rep.Rokita@opencongress.org
Rep,Dennis,A.,Ross,Dennis Ross,,,R,FL,15,1,M,202-225-1252,202- 226-0585,http://dennisross.house.gov,https://dennisross.house.gov/forms/writeyourrep/,229 Cannon House Office Building,R000593,12813,H0FL12101,412411,N00030645,RepDennisRoss,http://www.opencongress.org/wiki/Dennis_Ross,http://youtube.com/RepDennisRoss,4.69E+14,,,10/18/59,Rep.Dennisross@opencongress.org
Rep,Jon,,Runyan,Jon Runyan,,,R,NJ,3,1,M,202-225-4765,202-225-0778,http://runyan.house.gov,https://runyan.house.gov/contact-me/email-me,1239 Longworth House Office Building,R000594,121117,H0NJ03153,412449,N00031988,RepJonRunyan,http://www.opencongress.org/wiki/Jon_Runyan,http://youtube.com/RepRunyan,1.77E+14,,,11/27/73,Rep.Runyan@opencongress.org
Sen,Marco,,Rubio,Marco Rubio,,,R,FL,Junior Seat,1,M,202-224-3041,202-224-3041,http://www.rubio.senate.gov,http://www.rubio.senate.gov/public/index.cfm/contact,284 Russell Senate Office Building,R000595,1601,S0FL00338,412491,N00030612,SenRubioPress,http://www.opencongress.org/wiki/Marco_Rubio,http://youtube.com/SenatorMarcoRubio,1.79E+14,,III,5/28/71,Sen.Rubio@opencongress.org
Rep,Tom,,Rice,Tom Rice,,,R,SC,7,1,M,202-225-9895,,http://rice.house.gov,https://tomriceforms.house.gov/forms/writeyourrep/,325 Cannon House Office Building,R000597,132382,H2SC07066,412572,N00033832,RepTomRice,,http://youtube.com/RepTomRice,4.03E+14,,,8/4/57,Rep.Rice@opencongress.org
Rep,Keith,J.,Rothfus,Keith Rothfus,,,R,PA,12,1,M,202-225-2065,,http://rothfus.house.gov,https://rothfus.house.gov/email-keith,503 Cannon House Office Building,R000598,119466,H0PA04220,412570,N00031253,KeithRothfus,,http://youtube.com/reprothfus,1.34E+14,,,4/25/62,Rep.Rothfus@opencongress.org
Rep,Raul,,Ruiz,Raul Ruiz,,,D,CA,36,1,M,202-225-5330,,http://ruiz.house.gov,https://ruiz.house.gov/email-me,1319 Longworth House Office Building,R000599,136407,H2CA36439,412519,N00033510,CongressmanRuiz,,http://youtube.com/repraulruiz,2.45E+14,,,8/25/72,Rep.Ruiz@opencongress.org
Rep,Matt,,Salmon,Matt Salmon,,,R,AZ,5,1,M,202-225-2635,202-226-4386,http://salmon.house.gov,https://salmon.house.gov/contact/email-me,2349 Rayburn House Office Building,S000018,22184,H4AZ01038,400606,N00006446,RepMattSalmon,,http://youtube.com/repmattsalmon,1.50E+14,,,1/21/58,Rep.Salmon@opencongress.org
Rep,Loretta,B.,Sanchez,Loretta Sanchez,,,D,CA,46,1,F,202-225-2965,202-225-5859,http://lorettasanchez.house.gov,https://lorettasanchez.house.gov/contact-me/email-me,1114 Longworth House Office Building,S000030,203,H6CA46033,400356,N00008274,LorettaSanchez,http://www.opencongress.org/wiki/Loretta_Sanchez,http://youtube.com/LorettaSanchezLive,90966961167,,,1/7/60,Rep.Lorettasanchez@opencongress.org
Sen,Bernard,,Sanders,Bernard Sanders,,Bernie,I,VT,Junior Seat,1,M,202-224-5141,202-228-0776,http://www.sanders.senate.gov,http://www.sanders.senate.gov/contact/comment,332 Dirksen Senate Office Building,S000033,27110,H8VT01016,400357,N00000528,SenSanders,http://www.opencongress.org/wiki/Bernard_Sanders,http://youtube.com/senatorsanders,9124187907,,I,9/8/41,Sen.Sanders@opencongress.org
Rep,Marshall,,Sanford,Marshall Sanford,,Mark,R,SC,1,1,M,202-225-3176,843-521-2535,http://sanford.house.gov,https://sanford.house.gov/contact/email-me,322 Cannon House Office Building,S000051,21991,H4SC01073,400607,N00002424,RepSanfordSC,,http://youtube.com/RepSanfordSC,1.18E+14,,,5/28/60,Rep.Sanford@opencongress.org
Rep,H.,James,Saxton,H. Saxton,,Jim,R,NJ,3,0,M,,,http://www.house.gov/saxton,,,S000097,26953,H4NJ13022,400359,N00000834,,http://www.opencongress.org/wiki/H._James_Saxton,,,,,1/22/43,
Sen,Charles,E.,Schumer,Charles Schumer,,Chuck,D,NY,Senior Seat,1,M,202-224-6542,202-228-3027,http://www.schumer.senate.gov,http://www.schumer.senate.gov/Contact/contact_chuck.cfm,322 Hart Senate Office Building,S000148,26976,S8NY00082,300087,N00001093,SenSchumer,http://www.opencongress.org/wiki/Charles_Schumer,http://youtube.com/SenatorSchumer,15771239406,,III,11/23/50,Sen.Schumer@opencongress.org
Rep,Robert,C.,Scott,Robert Scott,,Bobby,D,VA,3,1,M,202-225-8351,202-225-8354,http://www.bobbyscott.house.gov,https://bobbyscott.house.gov/email-bobby-scott,1201 Longworth House Office Building,S000185,27117,H6VA01117,400364,N00002147,RepBobbyScott,http://www.opencongress.org/wiki/Robert_Scott,http://youtube.com/repbobbyscott,1.24E+14,,,4/30/47,Rep.Bobbyscott@opencongress.org
Rep,F.,James,Sensenbrenner,F. Sensenbrenner,Jr.,,R,WI,5,1,M,202-225-5101,202-225-3190,http://sensenbrenner.house.gov,http://sensenbrenner.house.gov/contact/email.htm,2449 Rayburn House Office Building,S000244,27142,H8WI09050,400365,N00004291,JimPressOffice,http://www.opencongress.org/wiki/James_Sensenbrenner,http://youtube.com/RepSensenbrenner,RepSensenbrenner,,,6/14/43,Rep.Sensenbrenner@opencongress.org
Rep,Jose,E.,Serrano,Jose Serrano,,,D,NY,15,1,M,202-225-4361,202-225-6001,http://serrano.house.gov,https://serrano.house.gov/contact-me/email-me,2227 Rayburn House Office Building,S000248,26981,H0NY18065,400366,N00001813,RepJoseSerrano,http://www.opencongress.org/wiki/Jose_Serrano,,2.73E+11,,,10/24/43,Rep.Serrano@opencongress.org
Rep,Pete,A.,Sessions,Pete Sessions,,,R,TX,32,1,M,202-225-2231,202-225-5878,http://sessions.house.gov,https://sessions.house.gov/index.cfm/contact-form,2233 Rayburn House Office Building,S000250,288,H2TX03126,400367,N00005681,PeteSessions,http://www.opencongress.org/wiki/Peter_Sessions,http://youtube.com/PeteSessions,3.68E+11,,,3/22/55,Rep.Sessions@opencongress.org
Rep,John,B.,Shadegg,John Shadegg,,,R,AZ,3,0,M,,,http://johnshadegg.house.gov,,,S000275,22186,H4AZ04016,400368,N00006425,RepJohnShadegg,http://www.opencongress.org/wiki/John_Shadegg,http://youtube.com/JohnShadegg,,,,10/22/49,
Sen,Richard,C.,Shelby,Richard Shelby,,,R,AL,Senior Seat,1,M,202-224-5744,202-224-3416,http://www.shelby.senate.gov,http://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,304 Russell Senate Office Building,S000320,53266,S6AL00013,300089,N00009920,SenShelby,http://www.opencongress.org/wiki/Richard_Shelby,http://youtube.com/SenatorRichardShelby,50850514797,,III,5/6/34,Sen.Shelby@opencongress.org
Rep,Brad,J.,Sherman,Brad Sherman,,,D,CA,30,1,M,202-225-5911,202-225-5879,http://bradsherman.house.gov,http://sherman.house.gov/contact/contact-congressman-sherman-form,2242 Rayburn House Office Building,S000344,142,H6CA24113,400371,N00006897,BradSherman,http://www.opencongress.org/wiki/Brad_Sherman,http://youtube.com/shermanca27,63158229861,,,10/24/54,Rep.Bradsherman@opencongress.org
Rep,John,M.,Shimkus,John Shimkus,,,R,IL,15,1,M,202-225-5271,202-225-5880,http://shimkus.house.gov,https://shimkus.house.gov/contact/email-me,2452 Rayburn House Office Building,S000364,246,H2IL20042,400373,N00004961,RepShimkus,http://www.opencongress.org/wiki/John_Shimkus,http://youtube.com/repshimkus,1.24E+14,,,2/21/58,Rep.Shimkus@opencongress.org
Rep,Ike,,Skelton,Ike Skelton,,,D,MO,4,0,M,,,http://www.house.gov/skelton,,,S000465,26936,H6MO04141,400377,N00005105,,http://www.opencongress.org/wiki/Ike_Skelton,,,,,12/20/31,
Rep,Louise,McIntosh,Slaughter,Louise Slaughter,,,D,NY,25,1,F,202-225-3615,202-225-7822,http://www.louise.house.gov,https://louise.house.gov/contact-louise,2469 Rayburn House Office Building,S000480,26991,H6NY03031,400378,N00001311,LouiseSlaughter,http://www.opencongress.org/wiki/Louise_McIntosh_Slaughter,http://youtube.com/louiseslaughter,82424647700,,,8/14/29,Rep.Louise@opencongress.org
Rep,Adam,,Smith,Adam Smith,,,D,WA,9,1,M,202-225-8901,202-225-5893,http://adamsmith.house.gov,https://adamsmith.house.gov/contact/contactform.htm,2264 Rayburn House Office Building,S000510,845,H6WA09025,400379,N00007833,RepAdamSmith,http://www.opencongress.org/wiki/Adam_Smith,http://youtube.com/CongressmanAdamSmith,2.89E+14,,,6/15/65,Rep.Adamsmith@opencongress.org
Rep,Christopher,H.,Smith,Christopher Smith,,Chris,R,NJ,4,1,M,202-225-3765,202-225-7768,http://chrissmith.house.gov,https://chrissmith.house.gov/contact/write.htm,2373 Rayburn House Office Building,S000522,26952,H8NJ04014,400380,N00009816,RepChrisSmith,http://www.opencongress.org/wiki/Christopher_Smith,http://youtube.com/USRepChrisSmith,3.72E+14,,,3/4/53,Rep.Chrissmith@opencongress.org
Rep,Lamar,S.,Smith,Lamar Smith,,,R,TX,21,1,M,202-225-4236,202-225-8628,http://lamarsmith.house.gov,http://lamarsmith.house.gov/contact/email-lamar,2409 Rayburn House Office Building,S000583,27097,H6TX21012,400381,N00001811,LamarSmithTX21,http://www.opencongress.org/wiki/Lamar_Smith,http://youtube.com/lamarsmithtexas21,1.08E+11,,,11/19/47,Rep.Lamarsmith@opencongress.org
Sen,Olympia,J.,Snowe,Olympia Snowe,,,R,ME,Senior Seat,0,F,202-224-5344,202-224-1946,http://snowe.senate.gov/,http://www.snowe.senate.gov/public/index.cfm/contact?p=email,154 Russell Senate Office Building,S000663,26885,S4ME00055,300091,N00000480,SenatorSnowe,http://www.opencongress.org/wiki/Olympia_Snowe,http://youtube.com/senatorolympiasnowe,1.66E+14,,I,2/21/47,
Rep,Victor,F.,Snyder,Victor Snyder,,Vic,D,AR,2,0,M,,,http://www.house.gov/snyder,,,S000672,434,H6AR02203,400383,N00008188,,http://www.opencongress.org/wiki/Victor_Snyder,http://youtube.com/VicSnyderAR02,,,,9/27/47,
Sen,Arlen,,Specter,Arlen Specter,,,D,PA,Senior Seat,0,M,,,http://specter.senate.gov/,,,S000709,53340,S6PA00100,300092,N00001604,SenArlenSpecter,http://www.opencongress.org/wiki/Arlen_Specter,http://youtube.com/SenatorArlenSpecter,,,III,2/12/30,
Rep,John,McKee,Spratt,John Spratt,Jr.,,D,SC,5,0,M,,,http://www.house.gov/spratt,,,S000749,27065,H2SC05052,400386,N00002492,,http://www.opencongress.org/wiki/John_Spratt,http://youtube.com/JohnMSpratt,,,,11/1/42,
Sen,Debbie,Ann,Stabenow,Debbie Stabenow,,,D,MI,Junior Seat,1,F,202-224-4822,202-228-0325,http://www.stabenow.senate.gov,http://www.stabenow.senate.gov/?p=contact,133 Hart Senate Office Building,S000770,515,S8MI00281,300093,N00004118,SenStabenow,http://www.opencongress.org/wiki/Debbie_Stabenow,http://youtube.com/senatorstabenow,,,I,4/29/50,Sen.Stabenow@opencongress.org
Rep,Fortney,H.,Stark,Fortney Stark,,Pete,D,CA,13,0,M,202-225-5065,202-226-3805,http://www.house.gov/stark,http://www.house.gov/stark/contact/index.htm,239 Cannon House Office Building,S000810,26736,H6CA09023,400387,N00007397,petestark,http://www.opencongress.org/wiki/Fortney_Stark,http://youtube.com/repstark,repstark,,,11/11/31,
Rep,Clifford,B.,Stearns,Clifford Stearns,,Cliff,R,FL,6,0,M,202-225-5744,202-225-3973,http://www.house.gov/stearns,http://www.house.gov/writerep,2306 Rayburn House Office Building,S000822,26803,H8FL06056,400388,N00002782,RepCliffStearns,http://www.opencongress.org/wiki/Clifford_Stearns,http://youtube.com/Repcliffstearns,RepCliffStearns,,,4/16/41,
Sen,Ted,F.,Stevens,Ted Stevens,,,R,AK,Senior Seat,0,M,,,http://stevens.senate.gov/,,,S000888,53268,S2AK00010,300094,N00007997,,http://www.opencongress.org/wiki/Ted_Stevens,,,,II,11/18/23,
Rep,Steve,,Stockman,Steve Stockman,,,R,TX,36,1,M,202-225-1555,202-226-0396,http://stockman.house.gov,https://stockman.house.gov/contact/email-me,326 Cannon House Office Building,S000937,21703,H6TX22143,410396,N00005918,SteveWorks4You,,http://youtube.com/SteveStockmanTX,3.16E+14,,,11/14/56,Rep.Stockman@opencongress.org
Rep,Bart,T.,Stupak,Bart Stupak,,,D,MI,1,0,M,,,http://www.house.gov/stupak,,,S001045,26912,H2MI01068,400391,N00004196,,http://www.opencongress.org/wiki/Bart_Stupak,http://youtube.com/BartStupak,,,,2/29/52,
Sen,John,E.,Sununu,John Sununu,,,R,NH,Junior Seat,0,M,,,http://sununu.senate.gov/,,,S001078,617,S0NH00201,300095,N00000397,,http://www.opencongress.org/wiki/John_Sununu,,,,II,9/10/64,
Sen,Jefferson,B.,Sessions,Jefferson Sessions,,Jeff,R,AL,Junior Seat,1,M,202-224-4124,202-224-3149,http://www.sessions.senate.gov,http://www.sessions.senate.gov/public/index.cfm/contact-jeff,326 Russell Senate Office Building,S001141,443,S6AL00195,300088,N00003062,SenatorSessions,http://www.opencongress.org/wiki/Jefferson_Sessions,http://youtube.com/SenatorSessions,23444159584,,II,12/24/46,Sen.Sessions@opencongress.org
Sen,Gordon,Harold,Smith,Gordon Smith,,,R,OR,Junior Seat,0,M,,,http://gsmith.senate.gov/,,,S001142,425,S6OR00094,300090,N00007815,,http://www.opencongress.org/wiki/Gordon_Harold_Smith,,,,II,5/25/52,
Rep,Mark,Edward,Souder,Mark Souder,,,R,IN,3,0,M,,,http://souder.house.gov,,,S001143,21780,H4IN04099,400385,N00003844,,http://www.opencongress.org/wiki/Mark_Souder,,,,,7/18/50,
Rep,Christopher,H.,Shays,Christopher Shays,,,R,CT,4,0,M,,,http://www.house.gov/shays,,,S001144,26789,H8CT04057,400370,N00000652,ShaysCongress,http://www.opencongress.org/wiki/Christopher_Shays,,,,,10/18/45,
Rep,Janice,D.,Schakowsky,Janice Schakowsky,,Jan,D,IL,9,1,F,202-225-2111,202-226-6890,http://schakowsky.house.gov,https://schakowsky.house.gov/write-to-congresswoman-jan-schakowsky,2367 Rayburn House Office Building,S001145,6387,H8IL09067,400360,N00004724,JanSchakowsky,http://www.opencongress.org/wiki/Janice_Schakowsky,http://youtube.com/repschakowsky,1.60E+11,,,5/26/44,Rep.Schakowsky@opencongress.org
Rep,Michael,K.,Simpson,Michael Simpson,,Mike,R,ID,2,1,M,202-225-5531,202-225-8216,http://simpson.house.gov,http://simpson.house.gov/contact/,2312 Rayburn House Office Building,S001148,2917,H8ID02064,400376,N00006263,CongMikeSimpson,http://www.opencongress.org/wiki/Michael_Simpson,http://youtube.com/CongMikeSimpson,96007744606,,,9/8/50,Rep.Simpson@opencongress.org
Rep,Adam,B.,Schiff,Adam Schiff,,,D,CA,28,1,M,202-225-4176,202-225-5828,http://schiff.house.gov,https://schiff.house.gov/email-congressman-schiff1,2411 Rayburn House Office Building,S001150,9489,H0CA27085,400361,N00009585,RepAdamSchiff,http://www.opencongress.org/wiki/Adam_Schiff,http://youtube.com/adamschiff,9086721830,,,6/22/60,Rep.Schiff@opencongress.org
Rep,Hilda,L.,Solis,Hilda Solis,,,D,CA,32,0,F,,,http://solis.house.gov,,,S001153,3585,H0CA31087,400384,N00009586,,http://www.opencongress.org/wiki/Hilda_Solis,,,,,10/20/57,
Rep,Bill,,Shuster,Bill Shuster,,,R,PA,9,1,M,202-225-2431,202-225-2486,http://shuster.house.gov,http://shuster.house.gov/contact-form/,2209 Rayburn House Office Building,S001154,55693,H2PA09035,409888,N00013770,RepBillShuster,http://www.opencongress.org/wiki/Bill_Shuster,http://youtube.com/repshuster,54386677806,,,1/10/61,Rep.Shuster@opencongress.org
Rep,John,A.,Sullivan,John Sullivan,,,R,OK,1,0,M,202-225-2211,202-225-9187,http://www.house.gov/sullivan,http://sullivan.house.gov/zipauth.html,434 Cannon House Office Building,S001155,24559,H2OK01093,400392,N00013847,USRepSullivan,http://www.opencongress.org/wiki/John_Sullivan,http://youtube.com/SullivanOK01,1.71E+11,,,1/1/65,
Rep,Linda,T.,Sanchez,Linda Sanchez,,,D,CA,38,1,F,202-225-6676,202-226-1012,http://lindasanchez.house.gov,https://forms.house.gov/lindasanchez/webforms/issue_subscribe.htm,2423 Rayburn House Office Building,S001156,29674,H2CA39078,400355,N00024870,RepLindaSanchez,http://www.opencongress.org/wiki/Linda_Sanchez,http://youtube.com/LindaTSanchez,1.11E+14,,,1/28/69,Rep.Lindasanchez@opencongress.org
Rep,David,,Scott,David Scott,,,D,GA,13,1,M,202-225-2939,202-225-4628,http://davidscott.house.gov,https://davidscott.house.gov/contact/contactform.htm,225 Cannon House Office Building,S001157,7826,H2GA13012,400363,N00024871,RepDavidScott,http://www.opencongress.org/wiki/David_Scott,http://youtube.com/RepDavidScott,1.13E+11,,,6/27/45,Rep.Davidscott@opencongress.org
Rep,John,Tony,Salazar,John Salazar,,,D,CO,3,0,M,,,http://www.house.gov/salazar,,,S001158,29778,H4CO03167,400620,N00026431,,http://www.opencongress.org/wiki/John_Salazar,,,,,7/21/53,
Rep,Allyson,Y.,Schwartz,Allyson Schwartz,,,D,PA,13,1,F,202-225-6111,202-226-0611,http://schwartz.house.gov,http://schwartz.house.gov/serving-you/email-me,1227 Longworth House Office Building,S001162,5239,H4PA13124,400647,N00001579,,http://www.opencongress.org/wiki/Allyson_Schwartz,http://youtube.com/repallysonschwartz,2.44E+14,,,10/3/48,Rep.Schwartz@opencongress.org
Sen,Ken,,Salazar,Ken Salazar,,,D,CO,Junior Seat,0,M,,,http://salazar.senate.gov,,,S001163,1541,S4CO00163,400619,N00026892,,http://www.opencongress.org/wiki/Ken_Salazar,http://youtube.com/SenatorSalazar,,,III,3/2/55,
Rep,Jean,,Schmidt,Jean Schmidt,,,R,OH,2,0,F,202-225-3164,202-225-1992,http://www.house.gov/schmidt,http://www.house.gov/schmidt/contact.shtml,2464 Rayburn House Office Building,S001164,45475,H6OH02086,412010,N00027526,,http://www.opencongress.org/wiki/Jean_Schmidt,,1.08E+11,,,11/29/51,
Rep,Albio,,Sires,Albio Sires,,,D,NJ,8,1,M,202-225-7919,202-226-0792,http://sires.house.gov,https://sires.house.gov/contact-me/email-me,2342 Rayburn House Office Building,S001165,22510,H6NJ13191,412186,N00027523,Rep_Albio_Sires,http://www.opencongress.org/wiki/Albio_Sires,http://youtube.com/RepSiresNJ13,81058818750,,,1/26/51,Rep.Sires@opencongress.org
Rep,Bill,,Sali,Bill Sali,,,R,ID,1,0,M,,,http://sali.house.gov,,,S001167,2916,H6ID01177,412201,N00027644,,http://www.opencongress.org/wiki/William_Sali,,,,,2/17/54,
Rep,John,P.,Sarbanes,John Sarbanes,,,D,MD,3,1,M,202-225-4016,202-225-9219,http://sarbanes.house.gov,http://sarbanes.house.gov/federal.asp,2444 Rayburn House Office Building,S001168,66575,H6MD03292,412212,N00027751,RepSarbanes,http://www.opencongress.org/wiki/John_Sarbanes,,,,,5/22/62,Rep.Sarbanes@opencongress.org
Rep,Joe,,Sestak,Joe Sestak,,,D,PA,7,0,M,,,http://sestak.house.gov,,,S001169,58333,H6PA07105,412232,N00028049,JoeSestak,http://www.opencongress.org/wiki/Joseph_Sestak,http://youtube.com/Sestak07,,,,12/12/51,
